step,V,P,T,S,Q,W,phase
255,2.6334115780077973,158.04912665745584,416.20840003376503,0.6931471805599365,347.1993715275332,472.35848899931153,adiabatic_expand
256,2.644928152153394,156.90382687419597,414.9993488801632,0.6931471805599347,347.1993715275332,474.1654835552361,adiabatic_expand
257,2.6564447262989908,155.77174861794848,413.7990401225213,0.6931471805599347,347.1993715275332,475.959440447984,adiabatic_expand
258,2.6679613004445875,154.6526829252896,412.60737305460015,0.6931471805599347,347.1993715275332,477.74050953770853,adiabatic_expand
259,2.679477874590184,153.54642501808894,411.42424855839005,0.6931471805599347,347.1993715275332,479.5088383262207,adiabatic_expand
260,2.690994448735781,152.4527742021548,410.2495690723681,0.6931471805599347,347.1993715275332,481.2645720040218,adiabatic_expand
261,2.7025110228813776,151.37153376875557,409.0832385605226,0.6931471805599347,347.1993715275332,483.00785349620236,adiabatic_expand
262,2.7140275970269743,150.3025108989224,407.925162482123,0.6931471805599347,347.1993715275332,484.7388235072392,adiabatic_expand
263,2.725544171172571,149.24551657044455,406.77524776221446,0.6931471805599347,347.1993715275332,486.4576205647206,adiabatic_expand
264,2.7370607453181677,148.20036546746897,405.6334027628155,0.6931471805599347,347.1993715275332,488.1643810620313,adiabatic_expand
265,2.7485773194637644,147.16687589262253,404.49953725480094,0.6931471805599347,347.1993715275332,489.8592393000245,adiabatic_expand
266,2.760093893609361,146.14486968157456,403.37356239044976,0.6931471805599347,347.1993715275332,491.54232752771094,adiabatic_expand
267,2.771610467754958,145.1341721199632,402.2553906766398,0.693147180559933,347.1993715275332,493.2137759819903,adiabatic_expand
268,2.7831270419005545,144.13461186261034,401.1449359486713,0.6931471805599347,347.1993715275332,494.87371292645287,adiabatic_expand
269,2.794643616046151,143.1460208549525,400.0421133447022,0.6931471805599347,347.1993715275332,496.5222646892761,adiabatic_expand
270,2.806160190191748,142.16823425661903,398.94683928077905,0.6931471805599347,347.1993715275332,498.159555700241,adiabatic_expand
271,2.8176767643373446,141.20109036708928,397.85903142644514,0.6931471805599347,347.1993715275332,499.78570852689273,adiabatic_expand
272,2.8291933384829413,140.24443055336482,396.77860868091324,0.6931471805599347,347.1993715275332,501.40084390986755,adiabatic_expand
273,2.840709912628538,139.2980991795938,395.7054911497853,0.6931471805599347,347.1993715275332,503.0050807974101,adiabatic_expand
274,2.8522264867741347,138.36194353858696,394.63960012230507,0.693147180559933,347.1993715275332,504.5985363791011,adiabatic_expand
275,2.8637430609197314,137.43581378516748,393.58085804912974,0.693147180559933,347.1993715275332,506.18132611881845,adiabatic_expand
276,2.875259635065328,136.5195628712981,392.5291885206067,0.693147180559933,347.1993715275332,507.7535637869502,adiabatic_expand
277,2.886776209210925,135.61304648293117,391.484516245541,0.6931471805599347,347.1993715275332,509.31536149188116,adiabatic_expand
278,2.8982927833565215,134.7161229785295,390.4467670304418,0.6931471805599347,347.1993715275332,510.86682971077073,adiabatic_expand
279,2.909809357502118,133.82865332920727,389.41586775923435,0.6931471805599347,347.1993715275332,512.408077319642,adiabatic_expand
280,2.921325931647715,132.9505010604418,388.3917463734257,0.693147180559933,347.1993715275332,513.9392116227988,adiabatic_expand
281,2.9328425057933116,132.08153219530956,387.37433185271163,0.6931471805599347,347.1993715275332,515.4603383815901,adiabatic_expand
282,2.9443590799389083,131.22161519920007,386.3635541960142,0.6931471805599347,347.1993715275332,516.9715618425366,adiabatic_expand
283,2.955875654084505,130.37062092596432,385.35934440293784,0.6931471805599347,347.1993715275332,518.472984764838,adiabatic_expand
284,2.9673922282301017,129.52842256545432,384.3616344556337,0.693147180559933,347.1993715275332,519.9647084472753,adiabatic_expand
285,2.9789088023756984,128.69489559241342,383.3703573010618,0.693147180559933,347.1993715275332,521.4468327545252,adiabatic_expand
286,2.990425376521295,127.86991771667664,382.3854468336398,0.6931471805599347,347.1993715275332,522.9194561429007,adiabatic_expand
287,3.001941950666892,127.05336883464362,381.40683787827015,0.6931471805599347,347.1993715275332,524.3826756855327,adiabatic_expand
288,3.0134585248124885,126.24513098198578,380.4344661737343,0.6931471805599347,347.1993715275332,525.8365870970074,adiabatic_expand
289,3.0249750989580853,125.44508828755286,379.46826835644595,0.6931471805599347,347.1993715275332,527.2812847574719,adiabatic_expand
290,3.036491673103682,124.65312692844287,378.50818194455314,0.6931471805599347,347.1993715275332,528.7168617362238,adiabatic_expand
291,3.0480082472492787,123.8691350862029,377.55414532238143,0.6931471805599347,347.1993715275332,530.143409814795,adiabatic_expand
292,3.0595248213948754,123.09300290412727,376.6060977252089,0.6931471805599347,347.1993715275332,531.5610195095445,adiabatic_expand
293,3.071041395540472,122.32462244562215,375.6639792243648,0.693147180559933,347.1993715275332,532.9697800937716,adiabatic_expand
294,3.0825579696860688,121.56388765360568,374.7277307126441,0.693147180559933,347.1993715275332,534.3697796193615,adiabatic_expand
295,3.0940745438316655,120.81069431091458,373.79729389002983,0.693147180559933,347.1993715275332,535.7611049379741,adiabatic_expand
296,3.105591117977262,120.06494000168807,372.87261124971536,0.693147180559933,347.1993715275332,537.1438417217902,adiabatic_expand
297,3.117107692122859,119.32652407370193,371.9536260644198,0.6931471805599347,347.1993715275332,538.5180744838214,adiabatic_expand
298,3.1286242662684556,118.59534760162583,371.04028237298905,0.6931471805599347,347.1993715275332,539.8838865977983,adiabatic_expand
299,3.1401408404140523,117.87131335117766,370.1325249672751,0.6931471805599347,347.1993715275332,541.241360317646,adiabatic_expand
300,3.151657414559649,117.15432574415038,369.23029937928794,0.693147180559933,347.1993715275332,542.590576796556,adiabatic_expand
301,3.1631739887052457,116.44429082428633,368.33355186861144,0.693147180559933,347.1993715275332,543.9316161056653,adiabatic_expand
302,3.1746905628508424,115.74111622397615,367.4422294100796,0.6931471805599347,347.1993715275332,545.2645572523528,adiabatic_expand
303,3.186207136996439,115.04471113175903,366.5562796817043,0.6931471805599347,347.1993715275332,546.5894781981605,adiabatic_expand
304,3.197723711142036,114.35498626060235,365.67565105284984,0.6931471805599347,347.1993715275332,547.9064558763494,adiabatic_expand
305,3.2092402852876325,113.6718538169393,364.80029257264835,0.6931471805599347,347.1993715275332,549.2155662090996,adiabatic_expand
306,3.220756859433229,112.99522747044368,363.93015395864956,0.6931471805599347,347.1993715275332,550.5168841243616,adiabatic_expand
307,3.232273433578826,112.3250223245219,363.06518558570065,0.6931471805599347,347.1993715275332,551.8104835723677,adiabatic_expand
308,3.2437900077244226,111.66115488750226,362.2053384750489,0.693147180559933,347.1993715275332,553.0964375418126,adiabatic_expand
309,3.2553065818700193,111.0035430445035,361.35056428366426,0.6931471805599347,347.1993715275332,554.3748180757086,adiabatic_expand
310,3.266823156015616,110.35210602996308,360.5008152937739,0.693147180559933,347.1993715275332,555.6456962869255,adiabatic_expand
311,3.2783397301612127,109.70676440080848,359.6560444026062,0.693147180559933,347.1993715275332,556.909142373421,adiabatic_expand
312,3.2898563043068094,109.06744001025389,358.8162051123385,0.6931471805599347,347.1993715275332,558.1652256331695,adiabatic_expand
313,3.301372878452406,108.43405598220521,357.98125152024215,0.693147180559933,347.1993715275332,559.4140144787964,adiabatic_expand
314,3.312889452598003,107.80653668625813,357.1511383090242,0.6931471805599347,347.1993715275332,560.6555764519237,adiabatic_expand
315,3.3244060267435995,107.18480771327222,356.325820737356,0.693147180559933,347.1993715275332,561.8899782372351,adiabatic_expand
316,3.3359226008891962,106.56879585150733,355.5052546305901,0.6931471805599347,347.1993715275332,563.117285676266,adiabatic_expand
317,3.347439175034793,105.95842906330601,354.68939637165573,0.6931471805599347,347.1993715275332,564.3375637809245,adiabatic_expand
318,3.3589557491803896,105.35363646230877,353.8782028921328,0.693147180559933,347.1993715275332,565.5508767467509,adiabatic_expand
319,3.3704723233259863,104.75434829118751,353.07163166349835,0.693147180559933,347.1993715275332,566.75728796592,adiabatic_expand
320,3.381988897471583,104.16049589988395,352.26964068854187,0.6931471805599347,347.1993715275332,567.9568600399931,adiabatic_expand
321,3.3935054716171797,103.5720117243399,351.47218849294615,0.6931471805599347,347.1993715275332,569.149654792425,adiabatic_expand
322,3.4050220457627765,102.98882926570651,350.6792341170293,0.6931471805599347,347.1993715275332,570.3357332808317,adiabatic_expand
323,3.416538619908373,102.41088307002019,349.89073710764455,0.6931471805599347,347.1993715275332,571.5151558090237,adiabatic_expand
324,3.42805519405397,101.83810870833331,349.1066575102348,0.6931471805599347,347.1993715275332,572.6879819388106,adiabatic_expand
325,3.4395717681995666,101.2704427572878,348.3269558610374,0.693147180559933,347.1993715275332,573.8542705015823,adiabatic_expand
326,3.4510883423451633,100.70782278012058,347.5515931794368,0.6931471805599347,347.1993715275332,575.0140796096712,adiabatic_expand
327,3.46260491649076,100.15018730808957,346.7805309604615,0.693147180559933,347.1993715275332,576.1674666675002,adiabatic_expand
328,3.4741214906363567,99.59747582230982,346.0137311674215,0.693147180559933,347.1993715275332,577.3144883825221,adiabatic_expand
329,3.4856380647819534,99.04962873598917,345.2511562246843,0.6931471805599347,347.1993715275332,578.4552007759539,adiabatic_expand
330,3.49715463892755,98.50658737705372,344.49276901058545,0.693147180559933,347.1993715275332,579.5896591933115,adiabatic_expand
331,3.5086712130731468,97.96829397115268,343.7385328504709,0.6931471805599347,347.1993715275332,580.7179183147479,adiabatic_expand
332,3.5201877872187435,97.43469162503395,342.9884115098689,0.693147180559933,347.1993715275332,581.8400321652009,adiabatic_expand
333,3.53170436136434,96.90572431028039,342.24236918778763,0.6931471805599347,347.1993715275332,582.956054124353,adiabatic_expand
334,3.543220935509937,96.38133684739815,341.5003705101364,0.6931471805599347,347.1993715275332,584.0660369364078,adiabatic_expand
335,3.5547375096555336,95.86147489024846,340.7623805232683,0.6931471805599347,347.1993715275332,585.1700327196877,adiabatic_expand
336,3.5662540838011303,95.34608491081411,340.02836468764013,0.6931471805599347,347.1993715275332,586.2680929760554,adiabatic_expand
337,3.577770657946727,94.83511418429241,339.29828887158885,0.693147180559933,347.1993715275332,587.360268600165,adiabatic_expand
338,3.5892872320923237,94.32851077450688,338.57211934522076,0.693147180559933,347.1993715275332,588.4466098885433,adiabatic_expand
339,3.6008038062379204,93.82622351962954,337.8498227744119,0.6931471805599347,347.1993715275332,589.5271665485085,adiabatic_expand
340,3.612320380383517,93.32820201820618,337.1313662149163,0.693147180559933,347.1993715275332,590.6019877069264,adiabatic_expand
341,3.623836954529114,92.83439661547781,336.416717106581,0.693147180559933,347.1993715275332,591.6711219188103,adiabatic_expand
342,3.6353535286747105,92.34475838999023,335.7058432676646,0.693147180559933,347.1993715275332,592.7346171757658,adiabatic_expand
343,3.646870102820307,91.8592391404856,334.9987128892579,0.6931471805599347,347.1993715275332,593.7925209142853,adiabatic_expand
344,3.658386676965904,91.3777913730684,334.29529452980336,0.693147180559933,347.1993715275332,594.8448800238941,adiabatic_expand
345,3.6699032511115006,90.90036828864015,333.59555710971324,0.6931471805599347,347.1993715275332,595.8917408551523,adiabatic_expand
346,3.6814198252570973,90.42692377059534,332.89946990608195,0.693147180559933,347.1993715275332,596.9331492275146,adiabatic_expand
347,3.692936399402694,89.95741237277333,332.2070025474929,0.6931471805599347,347.1993715275332,597.9691504370517,adiabatic_expand
348,3.7044529735482907,89.49178930765946,331.51812500891623,0.6931471805599347,347.1993715275332,598.9997892640355,adiabatic_expand
349,3.7159695476938874,89.03001043482976,330.8328076066964,0.6931471805599347,347.1993715275332,600.0251099803914,adiabatic_expand
350,3.727486121839484,88.57203224963347,330.151020993628,0.693147180559933,347.1993715275332,601.0451563570206,adiabatic_expand
351,3.739002695985081,88.11781187210762,329.47273615411655,0.693147180559933,347.1993715275332,602.0599716709935,adiabatic_expand
352,3.7505192701306775,87.66730703611834,328.7979243994246,0.693147180559933,347.1993715275332,603.0695987126197,adiabatic_expand
353,3.7620358442762742,87.22047607872368,328.1265573629998,0.693147180559933,347.1993715275332,604.0740797923946,adiabatic_expand
354,3.773552418421871,86.77727792975236,327.4586069958839,0.6931471805599347,347.1993715275332,605.0734567478257,adiabatic_expand
355,3.7850689925674676,86.33767210159402,326.79404556220084,0.6931471805599347,347.1993715275332,606.067770950142,adiabatic_expand
356,3.7965855667130644,85.90161867919541,326.1328456347226,0.6931471805599347,347.1993715275332,607.0570633108877,adiabatic_expand
357,3.808102140858661,85.46907831025834,325.47498009051134,0.693147180559933,347.1993715275332,608.0413742884035,adiabatic_expand
358,3.8196187150042578,85.04001219563429,324.8204221066351,0.6931471805599347,347.1993715275332,609.020743894197,adiabatic_expand
359,3.8311352891498545,84.6143820799114,324.1691451559576,0.693147180559933,347.1993715275332,609.9952116992042,adiabatic_expand
360,3.842651863295451,84.19215024218926,323.5211230029991,0.6931471805599347,347.1993715275332,610.9648168399456,adiabatic_expand
361,3.854168437441048,83.77327948703741,322.8763296998672,0.6931471805599347,347.1993715275332,611.9295980245779,adiabatic_expand
362,3.8656850115866446,83.35773313563321,322.2347395822567,0.6931471805599347,347.1993715275332,612.8895935388433,adiabatic_expand
363,3.8772015857322413,82.94547501707486,321.5963272655166,0.6931471805599365,347.1993715275332,613.8448412519192,adiabatic_expand
364,3.888718159877838,82.53646945986593,320.9610676407832,0.6931471805599347,347.1993715275332,614.7953786221696,adiabatic_expand
365,3.9002347340234347,82.13068128356747,320.32893587117826,0.6931471805599347,347.1993715275332,615.7412427028002,adiabatic_expand
366,3.9117513081690314,81.72807579061345,319.6999073880699,0.6931471805599347,347.1993715275332,616.6824701474197,adiabatic_expand
367,3.923267882314628,81.32861875828651,319.07395788739643,0.693147180559933,347.1993715275332,617.6190972155085,adiabatic_expand
368,3.934784456460225,80.93227643085,318.45106332605076,0.693147180559933,347.1993715275332,618.5511597777963,adiabatic_expand
369,3.9463010306058215,80.53901551183303,317.8311999183249,0.6931471805599347,347.1993715275332,619.4786933215518,adiabatic_expand
370,3.957817604751418,80.14880315646488,317.21434413241275,0.6931471805599347,347.1993715275332,620.401732955784,adiabatic_expand
371,3.969334178897015,79.76160696425585,316.60047268697093,0.6931471805599347,347.1993715275332,621.3203134163598,adiabatic_expand
372,3.9808507530426116,79.37739497172083,315.9895625477357,0.6931471805599347,347.1993715275332,622.234469071036,adiabatic_expand
373,3.9923673271882083,78.99613564524275,315.38159092419494,0.693147180559933,347.1993715275332,623.1442339244101,adiabatic_expand
374,4.003883901333805,78.61779787407279,314.7765352663151,0.693147180559933,347.1993715275332,624.0496416227903,adiabatic_expand
375,4.015400475479402,78.24235096346423,314.17437326132057,0.693147180559933,347.1993715275332,624.9507254589869,adiabatic_expand
376,4.026917049624999,77.86976462793724,313.5750828305262,0.6931471805599347,347.1993715275332,625.8475183770247,adiabatic_expand
377,4.0384336237705964,77.50000898467135,312.9786421262201,0.6931471805599347,347.1993715275332,626.740052976781,adiabatic_expand
378,4.049950197916194,77.13305454702318,312.3850295285971,0.6931471805599347,347.1993715275332,627.6283615185482,adiabatic_expand
379,4.061466772061791,76.76887221816676,311.7942236427418,0.6931471805599347,347.1993715275332,628.5124759275226,adiabatic_expand
380,4.072983346207388,76.40743328485327,311.2062032956594,0.693147180559933,347.1993715275332,629.3924277982223,adiabatic_expand
381,4.084499920352985,76.04870941128831,310.6209475333544,0.6931471805599347,347.1993715275332,630.2682483988344,adiabatic_expand
382,4.096016494498582,75.69267263312366,310.03843561795594,0.693147180559933,347.1993715275332,631.1399686754922,adiabatic_expand
383,4.107533068644179,75.33929535156116,309.4586470248882,0.693147180559933,347.1993715275332,632.0076192564856,adiabatic_expand
384,4.1190496427897765,74.98855032756659,308.88156144008633,0.6931471805599347,347.1993715275332,632.8712304564039,adiabatic_expand
385,4.130566216935374,74.64041067619087,308.3071587572564,0.693147180559933,347.1993715275332,633.730832280214,adiabatic_expand
386,4.142082791080971,74.29484986099648,307.73541907517796,0.693147180559933,347.1993715275332,634.5864544272741,adiabatic_expand
387,4.153599365226568,73.95184168858673,307.1663226950495,0.693147180559933,347.1993715275332,635.4381262952842,adiabatic_expand
388,4.165115939372165,73.61136030323583,306.599850117875,0.693147180559933,347.1993715275332,636.2858769841746,adiabatic_expand
389,4.176632513517762,73.2733801816177,306.0359820418925,0.693147180559933,347.1993715275332,637.1297352999347,adiabatic_expand
390,4.188149087663359,72.937876127631,305.4746993600409,0.6931471805599347,347.1993715275332,637.9697297583809,adiabatic_expand
391,4.1996656618089565,72.60482326731913,304.91598315746813,0.6931471805599347,347.1993715275332,638.805888588867,adiabatic_expand
392,4.211182235954554,72.27419704388234,304.35981470907643,0.693147180559933,347.1993715275332,639.6382397379364,adiabatic_expand
393,4.222698810100151,71.94597321278071,303.8061754771064,0.6931471805599347,347.1993715275332,640.4668108729185,adiabatic_expand
394,4.234215384245748,71.62012783692573,303.25504710875805,0.6931471805599347,347.1993715275332,641.2916293854696,adiabatic_expand
395,4.245731958391345,71.29663728195881,302.70641143384836,0.6931471805599347,347.1993715275332,642.112722395059,adiabatic_expand
396,4.257248532536942,70.9754782116148,302.16025046250485,0.693147180559933,347.1993715275332,642.9301167524022,adiabatic_expand
397,4.268765106682539,70.65662758316897,301.61654638289474,0.6931471805599347,347.1993715275332,643.7438390428416,adiabatic_expand
398,4.2802816808281365,70.34006264296535,301.07528155898814,0.6931471805599347,347.1993715275332,644.5539155896753,adiabatic_expand
399,4.291798254973734,70.02576092202516,300.53643852835546,0.693147180559933,347.1993715275332,645.3603724574356,adiabatic_expand
400,4.303314829119331,69.71370023173358,299.99999999999886,0.6931471805599347,347.1993715275332,646.1632354551183,adiabatic_expand
401,4.292556542046554,69.88842128494586,300,0.6906440503418256,346.4493715275332,645.4132354551183,isothermal_cold
402,4.281798254973755,70.0640203334005,300,0.6881346387364005,345.6974918282851,644.6613557558702,isothermal_cold
403,4.271039967900957,70.24050401182217,300,0.6856189141391535,344.943722984064,643.9075869116491,isothermal_cold
404,4.260281680828158,70.41787902195304,300,0.6830968447064425,344.18805547776674,643.1519194053519,isothermal_cold
405,4.24952339375536,70.59615213340102,300,0.6805683983530848,343.430479720191,642.3943436477762,isothermal_cold
406,4.238765106682561,70.77533018450103,300,0.6780335427498958,342.67098604930493,641.6348499768901,isothermal_cold
407,4.228006819609763,70.95542008318932,300,0.6754922453212231,341.90956472950796,640.8734286570932,isothermal_cold
408,4.217248532536964,71.13642880789133,300,0.6729444732424241,341.146205950882,640.1100698784672,isothermal_cold
409,4.206490245464166,71.31836340842304,300,0.6703901934373278,340.38089982843303,639.3447637560182,isothermal_cold
410,4.1957319583913675,71.50123100690617,300,0.667829372575655,339.61363640132305,638.5775003289083,isothermal_cold
411,4.184973671318569,71.6850387986977,300,0.6652619770704078,338.8444056320923,637.8082695596776,isothermal_cold
412,4.1742153842457705,71.86979405333352,300,0.6626879730752364,338.0731974058712,637.0370613334564,isothermal_cold
413,4.163457097172972,72.05550411548684,300,0.6601073264817447,337.3000015295826,636.2638654571678,isothermal_cold
414,4.152698810100174,72.24217640594148,300,0.6575200029167938,336.52480773113297,635.4886716587181,isothermal_cold
415,4.141940523027375,72.42981842258028,300,0.6549259677397465,335.7476056585941,634.7114695861792,isothermal_cold
416,4.131182235954577,72.61843774138909,300,0.6523251860396897,334.96838487937333,633.9322488069585,isothermal_cold
417,4.120423948881778,72.80804201747627,300,0.6497176226326076,334.18713487937333,633.1509988069585,isothermal_cold
418,4.10966566180898,72.9986389861084,300,0.6471032420585381,333.40384506214093,632.3677089897261,isothermal_cold
419,4.098907374736181,73.19023646376223,300,0.6444820085786631,332.6185047480048,631.58236867559,isothermal_cold
420,4.088149087663383,73.3828423491932,300,0.6418538861723935,331.83110317320165,630.7949671007868,isothermal_cold
421,4.077390800590584,73.57646462452088,300,0.6392188385343882,331.04162948899113,630.0054934165763,isothermal_cold
422,4.066632513517786,73.77111135633179,300,0.6365768290715508,330.25007276075894,629.2139366883441,isothermal_cold
423,4.055874226444987,73.9667906967995,300,0.6339278208999737,329.45642196710816,628.4202858946933,isothermal_cold
424,4.045115939372189,74.16351088482291,300,0.6312717768418565,328.6606659989384,627.6245299265236,isothermal_cold
425,4.0343576522993905,74.36128024718245,300,0.6286086594223725,327.8627936585128,626.826657586098,isothermal_cold
426,4.023599365226592,74.56010719971502,300,0.6259384308664941,327.0627936585128,626.026657586098,isothermal_cold
427,4.0128410781537935,74.76000024850782,300,0.6232610530957778,326.26065462107965,625.224518548665,isothermal_cold
428,4.002082791080995,74.96096799111135,300,0.6205764877251081,325.4563650768437,624.4202290044291,isothermal_cold
429,3.9913245040081966,75.16301911777202,300,0.6178846960593969,324.6499134639405,623.6137773915259,isothermal_cold
430,3.980566216935398,75.36616241268491,300,0.6151856390902317,323.8412881270133,622.8051520545987,isothermal_cold
431,3.9698079298625997,75.57040675526672,300,0.6124792774924899,323.03047731620245,621.9943412437879,isothermal_cold
432,3.959049642789801,75.77576112144952,300,0.6097655716208923,322.21746918612115,621.1813331137065,isothermal_cold
433,3.9482913557170027,75.9822345849957,300,0.6070444815065326,321.4022517948168,620.3661157224021,isothermal_cold
434,3.9375330686442043,76.18983631883448,300,0.6043159668533278,320.58481310271867,619.548677030304,isothermal_cold
435,3.926774781571406,76.39857559642033,300,0.6015799870344534,319.7651409715711,618.7290048991565,isothermal_cold
436,3.9160164944986073,76.6084617931138,300,0.5988365010887033,318.94322316335195,617.9070870909374,isothermal_cold
437,3.905258207425809,76.81950438758518,300,0.5960854677168133,318.1190473391761,617.0829112667615,isothermal_cold
438,3.8944999203530104,77.0317129632415,300,0.5933268452777334,317.2926010581844,616.2564649857698,isothermal_cold
439,3.883741633280212,77.24509720967708,300,0.5905605917848433,316.46387177641645,615.4277357040017,isothermal_cold
440,3.8729833462074135,77.45966692414841,300,0.5877866649021168,315.63284684566855,614.5967107732538,isothermal_cold
441,3.862225059134615,77.67543201307362,300,0.5850050219402405,314.79951351233524,613.7633774399204,isothermal_cold
442,3.8514667720618165,77.89240249355706,300,0.5822156198526613,313.963858916235,612.9277228438201,isothermal_cold
443,3.840708484989018,78.11058849493958,300,0.5794184152316006,313.1258700894193,612.0897340170045,isothermal_cold
444,3.8299501979162196,78.3300002603748,300,0.5766133643039915,312.28553395496556,611.2493978825507,isothermal_cold
445,3.819191910843421,78.5506481484322,300,0.573800422927377,311.44283732575207,610.4067012533372,isothermal_cold
446,3.8084336237706227,78.7725426347272,300,0.5709795465857361,310.59776690321684,609.5616308308021,isothermal_cold
447,3.797675336697824,78.99569431357912,300,0.5681506903852593,309.75030927609816,608.7141732036835,isothermal_cold
448,3.7869170496250257,79.22011389969725,300,0.5653138090500587,308.90045091915766,607.8643148467429,isothermal_cold
449,3.7761587625522273,79.44581222989582,300,0.5624688569178282,308.0481781918849,607.0120421194702,isothermal_cold
450,3.765400475479429,79.67280026483839,300,0.5596157879354209,307.19347733718405,606.1573412647693,isothermal_cold
451,3.7546421884066303,79.90108909081214,300,0.556754555654388,306.3363344800412,605.3001984076265,isothermal_cold
452,3.743883901333832,80.13068992153286,300,0.5538851132264355,305.476735626173,604.4405995537583,isothermal_cold
453,3.7331256142610334,80.36161409998108,300,0.5510074133988212,304.61466666065576,603.578530588241,isothermal_cold
454,3.722367327188235,80.59387310027005,300,0.5481214085096866,303.7501133465347,602.71397727412,isothermal_cold
455,3.7116090401154365,80.8274785295462,300,0.5452270504833212,302.8830613234133,601.8469252509987,isothermal_cold
456,3.700850753042638,81.06244212992279,300,0.5423242908253592,302.013496106022,600.9773600336074,isothermal_cold
457,3.6900924659698395,81.29877578044734,300,0.5394130806179014,301.14140308276615,600.1052670103516,isothermal_cold
458,3.679334178897041,81.53649149910362,300,0.5364933705145667,300.26676751425305,599.2306314418385,isothermal_cold
459,3.6685758918242426,81.7756014448488,300,0.5335651107354789,299.3895745317969,598.3534384593823,isothermal_cold
460,3.657817604751444,82.0161179196866,300,0.5306282510621685,298.50980913590246,597.4736730634879,isothermal_cold
461,3.6470593176786457,82.25805337077712,300,0.527682740832411,297.627456194726,596.5913201223115,isothermal_cold
462,3.636301030605847,82.50142039258415,300,0.5247285289349808,296.74250044251363,595.7063643700991,isothermal_cold
463,3.6255427435330487,82.74623172906067,300,0.5217655638043226,295.8549264780166,594.818790405602,isothermal_cold
464,3.6147844564602503,82.99250027587334,300,0.5187937934151652,294.964718762883,593.9285826904685,isothermal_cold
465,3.604026169387452,83.240239082667,300,0.5158131652770273,294.07186162002586,593.0357255476114,isothermal_cold
466,3.5932678823146533,83.4894613553696,300,0.512823626428661,293.17633923196615,592.1402031595517,isothermal_cold
467,3.582509595241855,83.74018045853887,300,0.5098251234324049,292.2781356391518,591.2419995667373,isothermal_cold
468,3.5717513081690564,83.99240991775135,300,0.5068176023684501,291.3772347382509,590.3410986658364,isothermal_cold
469,3.560993021096258,84.24616342203458,300,0.5038010088290239,290.47362028041954,589.4374842080051,isothermal_cold
470,3.5502347340234595,84.50145482634379,300,0.5007752879124876,289.5672758695434,588.531139797129,isothermal_cold
471,3.539476446950661,84.75829815408343,300,0.4977403842173338,288.65818496045245,587.6220488880381,isothermal_cold
472,3.5287181598778625,85.01670759967516,300,0.4946962418361043,287.746330857109,586.7101947846946,isothermal_cold
473,3.517959872805064,85.27669753117263,300,0.4916428043492136,286.8316967107675,585.7955606383532,isothermal_cold
474,3.5072015857322656,85.5382824929247,300,0.48858001481866786,285.91426551810696,584.8781294456927,isothermal_cold
475,3.496443298659467,85.80147720828755,300,0.4855078157816983,284.9940201193339,583.9578840469197,isothermal_cold
476,3.4856850115866687,86.06629658238721,300,0.48242614924429006,284.070943196257,583.0348071238428,isothermal_cold
477,3.47492672451387,86.33275570493329,300,0.47933495667461656,283.1450172703311,582.1088811979168,isothermal_cold
478,3.4641684374410717,86.60086985308527,300,0.47623417899636955,282.21622470067166,581.1800886282574,isothermal_cold
479,3.4534101503682733,86.87065449437213,300,0.4731237565819768,281.2845476820381,580.2484116096239,isothermal_cold
480,3.442651863295475,87.14212528966705,300,0.470003629245733,280.3499682427858,579.3138321703715,isothermal_cold
481,3.4318935762226763,87.41529809621774,300,0.4668737362368045,279.4124682427858,578.3763321703715,isothermal_cold
482,3.421135289149878,87.69018897073414,300,0.46373401623213795,278.47202937131243,577.4358932988981,isothermal_cold
483,3.4103770020770794,87.96681417253457,300,0.46058440732924133,277.52863314489736,576.492497072483,isothermal_cold
484,3.399618715004281,88.24519016675146,300,0.45742484703887243,276.5822609051497,575.5461248327354,isothermal_cold
485,3.3888604279314825,88.52533362759829,300,0.4542552722775941,275.63289381654215,574.5967577441278,isothermal_cold
486,3.378102140858684,88.80726144169893,300,0.4510756193602141,274.6805128641612,573.6443767917468,isothermal_cold
487,3.3673438537858855,89.09099071148071,300,0.4478858239921131,273.72509885142233,572.688962779008,isothermal_cold
488,3.356585566713087,89.3765387586329,300,0.4446858212614426,272.7666323977482,571.7304963253339,isothermal_cold
489,3.3458272796402886,89.66392312763172,300,0.44147554563119407,271.80509393620974,570.7689578637954,isothermal_cold
490,3.33506899256749,89.95316158933376,300,0.4382549309311514,270.84046371112936,569.804327638715,isothermal_cold
491,3.3243107054946917,90.24427214463905,300,0.435023910349706,269.87272177564546,568.8365857032311,isothermal_cold
492,3.313552418421893,90.53727302822554,300,0.43178241642553417,268.9018479892377,567.8657119168233,isothermal_cold
493,3.3027941313490947,90.83218271235658,300,0.42853038103915786,267.92782201521175,566.8916859427974,isothermal_cold
494,3.2920358442762963,91.12901991076298,300,0.4252677354043417,266.95062331814336,565.914487245729,isothermal_cold
495,3.281277557203498,91.42780358260154,300,0.4219944100593711,265.9702311612806,564.9340950888662,isothermal_cold
496,3.2705192701306993,91.72855293649168,300,0.4187103348581829,264.9866246039035,563.9504885314892,isothermal_cold
497,3.259760983057901,92.03128743463192,300,0.41541543896132893,263.99978249864034,562.9636464262261,isothermal_cold
498,3.2490026959851024,92.33602679699825,300,0.4121096508268298,263.00968348873937,561.9735474163251,isothermal_cold
